空调ID,空调类型,日期,状态,总能耗(kWh),平均功率(kW),最大功率(kW),额定功率(kW),温度范围(°C)
AC_L_003,large,2021/6/1,success,0.194356635,0.008098193125,0.2572741,19.46,"[20.6, 24.6]"
AC_L_003,large,2021/6/10,success,6.187140497,0.25779752070833334,0.79717447,19.46,"[20.6, 24.6]"
AC_L_003,large,2021/6/11,success,5.7843252715,0.24101355297916668,0.7462871,19.46,"[20.6, 24.6]"
AC_L_003,large,2021/6/12,success,0.3963751465,0.016515631104166668,0.085391938,19.46,"[20.6, 24.6]"
AC_L_003,large,2021/6/13,success,3.7665991945,0.15694163310416667,0.41075993,19.46,"[20.6, 24.6]"
AC_L_003,large,2021/6/14,success,5.925643075,0.24690179479166666,0.54255456,19.46,"[20.6, 24.6]"
AC_L_003,large,2021/6/15,success,5.560814285,0.23170059520833333,0.55811365,19.46,"[20.6, 24.6]"
AC_L_003,large,2021/6/16,success,9.170485335,0.38210355562500004,0.74573795,19.46,"[20.6, 24.6]"
AC_L_003,large,2021/6/17,success,9.079383035,0.3783076264583333,0.83607219,19.46,"[20.6, 24.6]"
AC_L_003,large,2021/6/18,success,9.859326495,0.410805270625,0.77136469,19.46,"[20.6, 24.6]"
AC_L_003,large,2021/6/19,success,11.194573290000001,0.46644055375000004,1.0437403,19.46,"[20.6, 24.6]"
AC_L_003,large,2021/6/2,success,2.339647587,0.097485316125,0.49285701,19.46,"[20.6, 24.6]"
AC_L_003,large,2021/6/20,success,11.347334374999999,0.4728055989583333,1.0065815,19.46,"[20.6, 24.6]"
AC_L_003,large,2021/6/21,success,9.213141745,0.38388090604166664,0.68972524,19.46,"[20.6, 24.6]"
AC_L_003,large,2021/6/22,success,0.8920880715,0.0371703363125,0.39318732,19.46,"[20.6, 24.6]"
AC_L_003,large,2021/6/23,success,0.0,0.0,0.0,19.46,"[20.6, 24.6]"
AC_L_003,large,2021/6/24,success,0.0,0.0,0.0,19.46,"[20.6, 24.6]"
