AC_M_006 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_M_006 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.54,0.000,0.0
1.5,23.71,0.000,0.0
2.0,23.89,0.000,0.0
2.5,24.09,0.000,0.0
3.0,24.29,0.000,0.0
3.5,24.50,0.000,0.0
4.0,24.70,0.000,0.0
4.5,24.90,0.000,0.0
5.0,25.11,0.000,0.0
5.5,25.31,0.000,0.0
6.0,25.48,0.000,0.0
6.5,25.61,0.000,0.0
7.0,25.71,0.000,0.0
7.5,25.78,0.090,2.2
8.0,25.80,0.047,1.2
8.5,25.80,0.000,0.0
9.0,25.79,0.000,0.0
9.5,25.77,0.000,0.0
10.0,25.74,0.000,0.0
10.5,25.69,0.000,0.0
11.0,25.62,0.000,0.0
11.5,25.58,0.000,0.0
12.0,25.55,0.000,0.0
12.5,25.48,0.000,0.0
13.0,25.40,0.000,0.0
13.5,25.33,0.000,0.0
14.0,25.26,0.000,0.0
14.5,25.19,0.000,0.0
15.0,25.12,0.000,0.0
15.5,25.05,0.000,0.0
16.0,24.99,0.000,0.0
16.5,24.98,0.000,0.0
17.0,24.98,0.000,0.0
17.5,24.99,0.000,0.0
18.0,25.01,0.000,0.0
18.5,25.04,0.000,0.0
19.0,25.08,0.000,0.0
19.5,25.13,0.000,0.0
20.0,25.17,0.000,0.0
20.5,25.20,0.000,0.0
21.0,25.22,0.000,0.0
21.5,25.24,0.000,0.0
22.0,25.25,0.000,0.0
22.5,25.26,0.000,0.0
23.0,25.28,0.000,0.0
23.5,25.34,0.000,0.0
24.0,25.41,0.000,0.0

"日期: 2021/6/10, 空调: AC_M_006 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.62,0.000,0.0
1.5,23.81,0.000,0.0
2.0,24.01,0.000,0.0
2.5,24.20,0.000,0.0
3.0,24.42,0.000,0.0
3.5,24.66,0.000,0.0
4.0,24.91,0.000,0.0
4.5,25.17,0.000,0.0
5.0,25.46,0.000,0.0
5.5,25.75,1.402,34.8
6.0,25.80,1.652,41.0
6.5,25.80,1.629,40.4
7.0,25.80,1.606,39.9
7.5,25.80,1.584,39.3
8.0,25.80,1.561,38.7
8.5,25.80,1.404,34.8
9.0,25.80,1.246,30.9
9.5,25.80,1.088,27.0
10.0,25.80,0.930,23.1
10.5,25.80,0.773,19.2
11.0,25.80,0.201,5.0
11.5,25.80,0.198,4.9
12.0,25.80,0.615,15.3
12.5,25.80,0.588,14.6
13.0,25.80,0.561,13.9
13.5,25.80,0.534,13.2
14.0,25.80,0.507,12.6
14.5,25.80,0.480,11.9
15.0,25.80,0.452,11.2
15.5,25.80,0.404,10.0
16.0,25.80,0.195,4.8
16.5,25.80,0.183,4.5
17.0,25.80,0.172,4.3
17.5,25.80,0.160,4.0
18.0,25.80,0.148,3.7
18.5,25.80,0.137,3.4
19.0,25.80,0.125,3.1
19.5,25.80,0.159,3.9
20.0,25.80,0.193,4.8
20.5,25.80,0.227,5.6
21.0,25.80,0.261,6.5
21.5,25.80,0.295,7.3
22.0,25.80,0.329,8.2
22.5,25.80,0.402,10.0
23.0,25.80,0.474,11.8
23.5,25.80,0.547,13.6
24.0,25.80,0.547,13.6

"日期: 2021/6/11, 空调: AC_M_006 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.64,0.000,0.0
1.5,23.89,0.000,0.0
2.0,24.17,0.000,0.0
2.5,24.46,0.000,0.0
3.0,24.75,0.000,0.0
3.5,25.03,0.000,0.0
4.0,25.29,0.000,0.0
4.5,25.55,0.000,0.0
5.0,25.79,1.379,34.2
5.5,25.80,1.430,35.5
6.0,25.80,1.441,35.8
6.5,25.80,1.452,36.0
7.0,25.80,1.463,36.3
7.5,25.80,1.475,36.6
8.0,25.80,1.486,36.9
8.5,25.80,1.336,33.2
9.0,25.80,1.187,29.4
9.5,25.80,1.037,25.7
10.0,25.80,0.887,22.0
10.5,25.80,0.737,18.3
11.0,25.80,0.260,6.5
11.5,25.80,0.212,5.3
12.0,25.80,0.588,14.6
12.5,25.80,0.523,13.0
13.0,25.80,0.458,11.4
13.5,25.80,0.393,9.8
14.0,25.80,0.328,8.2
14.5,25.80,0.264,6.5
15.0,25.80,0.199,4.9
15.5,25.80,0.187,4.6
16.0,25.80,0.164,4.1
16.5,25.80,0.114,2.8
17.0,25.80,0.065,1.6
17.5,25.80,0.016,0.4
18.0,25.80,0.000,0.0
18.5,25.79,0.000,0.0
19.0,25.78,0.000,0.0
19.5,25.76,0.000,0.0
20.0,25.75,0.000,0.0
20.5,25.75,0.000,0.0
21.0,25.75,0.000,0.0
21.5,25.77,0.000,0.0
22.0,25.79,0.161,4.0
22.5,25.80,0.395,9.8
23.0,25.80,0.594,14.7
23.5,25.80,0.794,19.7
24.0,25.80,0.794,19.7

"日期: 2021/6/12, 空调: AC_M_006 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.62,0.000,0.0
1.5,23.69,0.000,0.0
2.0,23.77,0.000,0.0
2.5,23.85,0.000,0.0
3.0,23.94,0.000,0.0
3.5,24.05,0.000,0.0
4.0,24.17,0.000,0.0
4.5,24.30,0.000,0.0
5.0,24.44,0.000,0.0
5.5,24.60,0.000,0.0
6.0,24.75,0.000,0.0
6.5,24.89,0.000,0.0
7.0,25.03,0.000,0.0
7.5,25.16,0.000,0.0
8.0,25.28,0.000,0.0
8.5,25.39,0.000,0.0
9.0,25.48,0.000,0.0
9.5,25.54,0.000,0.0
10.0,25.58,0.000,0.0
