AC_M_010 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_M_010 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.55,0.000,0.0
1.5,23.74,0.000,0.0
2.0,23.96,0.000,0.0
2.5,24.19,0.000,0.0
3.0,24.42,0.000,0.0
3.5,24.66,0.000,0.0
4.0,24.89,0.000,0.0
4.5,25.12,0.000,0.0
5.0,25.35,0.000,0.0
5.5,25.58,0.000,0.0
6.0,25.76,0.429,11.8
6.5,25.80,0.446,12.3
7.0,25.80,0.310,8.6
7.5,25.80,0.174,4.8
8.0,25.80,0.038,1.0
8.5,25.80,0.000,0.0
9.0,25.79,0.000,0.0
9.5,25.77,0.000,0.0
10.0,25.72,0.000,0.0
10.5,25.67,0.000,0.0
11.0,25.60,0.000,0.0
11.5,25.55,0.000,0.0
12.0,25.51,0.000,0.0
12.5,25.42,0.000,0.0
13.0,25.34,0.000,0.0
13.5,25.26,0.000,0.0
14.0,25.18,0.000,0.0
14.5,25.10,0.000,0.0
15.0,25.02,0.000,0.0
15.5,24.94,0.000,0.0
16.0,24.88,0.000,0.0
16.5,24.87,0.000,0.0
17.0,24.87,0.000,0.0
17.5,24.89,0.000,0.0
18.0,24.92,0.000,0.0
18.5,24.96,0.000,0.0
19.0,25.01,0.000,0.0
19.5,25.07,0.000,0.0
20.0,25.12,0.000,0.0
20.5,25.16,0.000,0.0
21.0,25.19,0.000,0.0
21.5,25.21,0.000,0.0
22.0,25.23,0.000,0.0
22.5,25.23,0.000,0.0
23.0,25.27,0.000,0.0
23.5,25.33,0.000,0.0
24.0,25.41,0.000,0.0

"日期: 2021/6/10, 空调: AC_M_010 (medium), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.65,0.000,0.0
1.5,23.87,0.000,0.0
2.0,24.09,0.000,0.0
2.5,24.32,0.000,0.0
3.0,24.57,0.000,0.0
3.5,24.84,0.000,0.0
4.0,25.12,0.000,0.0
4.5,25.43,0.000,0.0
5.0,25.75,1.172,32.4
5.5,25.80,1.354,37.4
6.0,25.80,1.336,36.9
6.5,25.80,1.318,36.4
7.0,25.80,1.300,35.9
7.5,25.80,1.281,35.4
8.0,25.80,1.263,34.9
8.5,25.80,1.136,31.4
9.0,25.80,1.008,27.8
9.5,25.80,0.880,24.3
