AC_S_033 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_033 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.56,0.000,0.0
1.5,23.83,0.000,0.0
2.0,24.13,0.000,0.0
2.5,24.44,0.000,0.0
3.0,24.75,0.000,0.0
3.5,25.05,0.268,8.8
4.0,25.20,0.555,18.1
4.5,25.20,0.580,18.9
5.0,25.20,0.605,19.8
5.5,25.20,0.520,17.0
6.0,25.20,0.435,14.2
6.5,25.20,0.350,11.4
7.0,25.20,0.265,8.7
7.5,25.20,0.180,5.9
8.0,25.20,0.095,3.1
8.5,25.20,0.050,1.6
9.0,25.20,0.005,0.2
9.5,25.20,0.000,0.0
10.0,25.18,0.000,0.0
10.5,25.13,0.000,0.0
11.0,25.07,0.000,0.0
11.5,25.04,0.000,0.0
12.0,25.01,0.000,0.0
12.5,24.93,0.000,0.0
13.0,24.85,0.000,0.0
13.5,24.77,0.000,0.0
14.0,24.69,0.000,0.0
14.5,24.61,0.000,0.0
15.0,24.53,0.000,0.0
15.5,24.45,0.000,0.0
16.0,24.39,0.000,0.0
16.5,24.41,0.000,0.0
17.0,24.45,0.000,0.0
17.5,24.50,0.000,0.0
18.0,24.56,0.000,0.0
18.5,24.64,0.000,0.0
19.0,24.73,0.000,0.0
19.5,24.83,0.000,0.0
20.0,24.91,0.000,0.0
20.5,24.98,0.000,0.0
21.0,25.04,0.000,0.0
21.5,25.08,0.000,0.0
22.0,25.11,0.000,0.0
22.5,25.12,0.000,0.0
23.0,25.18,0.127,4.2
23.5,25.20,0.237,7.7
24.0,25.20,0.237,7.7

"日期: 2021/6/10, 空调: AC_S_033 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.70,0.000,0.0
1.5,24.01,0.000,0.0
2.0,24.31,0.000,0.0
2.5,24.61,0.000,0.0
3.0,24.94,0.161,5.3
3.5,25.20,0.693,22.7
4.0,25.20,0.772,25.2
4.5,25.20,0.850,27.8
5.0,25.20,0.929,30.4
5.5,25.20,0.917,30.0
6.0,25.20,0.906,29.6
6.5,25.20,0.895,29.2
7.0,25.20,0.883,28.9
7.5,25.20,0.872,28.5
8.0,25.20,0.861,28.1
8.5,25.20,0.781,25.5
9.0,25.20,0.701,22.9
9.5,25.20,0.621,20.3
10.0,25.20,0.541,17.7
10.5,25.20,0.462,15.1
11.0,25.20,0.173,5.6
11.5,25.20,0.171,5.6
12.0,25.20,0.382,12.5
12.5,25.20,0.368,12.0
13.0,25.20,0.355,11.6
13.5,25.20,0.341,11.1
14.0,25.20,0.327,10.7
14.5,25.20,0.313,10.2
15.0,25.20,0.300,9.8
15.5,25.20,0.275,9.0
16.0,25.20,0.170,5.5
16.5,25.20,0.164,5.3
17.0,25.20,0.158,5.2
17.5,25.20,0.152,5.0
18.0,25.20,0.146,4.8
18.5,25.20,0.140,4.6
19.0,25.20,0.134,4.4
19.5,25.20,0.151,4.9
20.0,25.20,0.169,5.5
20.5,25.20,0.186,6.1
21.0,25.20,0.203,6.6
21.5,25.20,0.220,7.2
22.0,25.20,0.237,7.8
22.5,25.20,0.274,9.0
23.0,25.20,0.311,10.2
23.5,25.20,0.347,11.4
24.0,25.20,0.347,11.4

"日期: 2021/6/11, 空调: AC_S_033 (small), 状态: success"
