空调ID,空调类型,日期,状态,总能耗(kWh),平均功率(kW),最大功率(kW),额定功率(kW),温度范围(°C)
AC_S_051,small,2021/6/1,success,2.2222383764,0.09259326568333333,0.60882075,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/6/10,success,9.201691926,0.38340383025,0.93506927,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/6/11,success,8.71476012105,0.36311500504375,0.82786387,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/6/12,success,2.0356759818,0.08481983257499999,0.37808651,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/6/13,success,6.2129405215,0.2588725217291667,0.5406593,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/6/14,success,8.83114162,0.3679642341666667,0.62933537,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/6/15,success,8.342272165,0.3475946735416667,0.6961733,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/6/16,success,12.77371136,0.5322379733333333,0.82720211,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/6/17,success,12.681212511,0.528383854625,1.0760245,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/6/18,success,13.64563034,0.5685679308333333,0.9517236,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/6/19,success,15.26102548,0.6358760616666667,1.2619795,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/6/2,success,4.7316341765,0.19715142402083333,0.52246085,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/6/20,success,15.4401330865,0.6433388786041666,1.2070533,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/6/21,success,12.86390493,0.53599603875,0.97157645,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/6/22,success,2.892878838,0.12053661825,0.41161577,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/6/23,success,0.5509483711,0.022956182129166666,0.24286654,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/6/24,success,0.0,0.0,0.0,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/6/25,success,2.498292673,0.10409552804166666,0.47117432,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/6/26,success,5.582253081,0.232593878375,0.43940976,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/6/27,success,8.817925195,0.3674135497916667,0.61058545,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/6/28,success,3.7656557135,0.15690232139583335,0.43411567,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/6/29,success,7.5757388985,0.3156557874375,0.47911546,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/6/3,success,10.947068054999999,0.456127835625,0.85367258,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/6/30,success,10.491104435,0.43712935145833337,0.69948211,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/6/4,success,4.139368515,0.172473688125,0.44999795,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/6/5,success,3.8610765448,0.16087818936666667,0.57705619,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/6/6,success,6.9871622669999995,0.291131761125,0.87683424,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/6/7,success,8.4831887459,0.3534661977458333,1.0151424,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/6/8,success,8.0289882075,0.3345411753125,0.94984861,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/6/9,success,5.0683995598,0.21118331499166665,0.58720321,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/7/1,success,11.7652163845,0.49021734935416666,0.83635648,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/7/10,success,9.0864073765,0.37860030735416667,0.80006988,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/7/11,success,8.30090011,0.3458708379166667,0.5267623,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/7/12,success,12.283322105,0.5118050877083333,0.9310987,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/7/13,success,13.387010578,0.5577921074166666,0.92448108,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/7/14,success,11.601876215,0.48341150895833335,1.0263924,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/7/15,success,13.00813278,0.5420055325,0.89801061,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/7/16,success,8.2332571417,0.3430523809041666,0.56977681,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/7/17,success,7.1466167405,0.2977756975208333,0.62801184,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/7/18,success,5.7531715624999995,0.23971548177083332,0.67433516,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/7/19,success,0.36108365849999996,0.015045152437499999,0.16808747,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/7/2,success,13.23178778,0.5513244908333333,0.85720197,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/7/20,success,0.0,0.0,0.0,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/7/21,success,1.036459871,0.04318582795833333,0.25610177,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/7/22,success,7.901328895,0.32922203729166666,0.75109952,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/7/23,success,13.255793615,0.5523247339583334,1.1587447,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/7/24,success,11.068432895,0.4611847039583334,0.89536357,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/7/25,success,8.6758408652,0.3614933693833333,0.91786346,3.09,"[21.2, 25.2]"
AC_S_051,small,2021/7/26,success,12.740538845,0.5308557852083333,0.95624564,3.09,"[21.2, 25.2]"
