AC_S_002 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_002 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.55,0.000,0.0
1.5,23.78,0.000,0.0
2.0,24.02,0.185,6.5
2.5,24.20,0.578,20.3
3.0,24.20,0.602,21.1
3.5,24.20,0.627,22.0
4.0,24.20,0.651,22.8
4.5,24.20,0.675,23.7
5.0,24.20,0.699,24.5
5.5,24.20,0.617,21.7
6.0,24.20,0.535,18.8
6.5,24.20,0.453,15.9
7.0,24.20,0.370,13.0
7.5,24.20,0.288,10.1
8.0,24.20,0.206,7.2
8.5,24.20,0.163,5.7
9.0,24.20,0.119,4.2
9.5,24.20,0.076,2.7
10.0,24.20,0.032,1.1
10.5,24.20,0.000,0.0
11.0,24.19,0.032,1.1
11.5,24.20,0.051,1.8
12.0,24.20,0.000,0.0
12.5,24.17,0.000,0.0
13.0,24.15,0.000,0.0
13.5,24.12,0.000,0.0
14.0,24.09,0.000,0.0
14.5,24.05,0.000,0.0
15.0,24.02,0.000,0.0
15.5,23.98,0.000,0.0
16.0,23.95,0.000,0.0
16.5,23.99,0.000,0.0
17.0,24.05,0.000,0.0
17.5,24.11,0.000,0.0
18.0,24.18,0.146,5.1
18.5,24.20,0.211,7.4
19.0,24.20,0.241,8.5
19.5,24.20,0.223,7.8
20.0,24.20,0.205,7.2
20.5,24.20,0.187,6.6
21.0,24.20,0.169,5.9
21.5,24.20,0.151,5.3
22.0,24.20,0.134,4.7
22.5,24.20,0.204,7.1
23.0,24.20,0.274,9.6
23.5,24.20,0.344,12.1
24.0,24.20,0.344,12.1

"日期: 2021/6/10, 空调: AC_S_002 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.67,0.000,0.0
1.5,23.92,0.000,0.0
2.0,24.17,0.501,17.6
2.5,24.20,0.633,22.2
3.0,24.20,0.709,24.9
3.5,24.20,0.785,27.5
4.0,24.20,0.861,30.2
4.5,24.20,0.937,32.9
5.0,24.20,1.013,35.5
5.5,24.20,1.002,35.2
6.0,24.20,0.991,34.8
6.5,24.20,0.980,34.4
7.0,24.20,0.969,34.0
7.5,24.20,0.958,33.6
8.0,24.20,0.947,33.2
8.5,24.20,0.870,30.5
9.0,24.20,0.792,27.8
9.5,24.20,0.715,25.1
