AC_S_060 多天完整时间序列数据

"日期: 2021/6/1, 空调: AC_S_060 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.55,0.000,0.0
1.5,23.78,0.000,0.0
2.0,24.03,0.000,0.0
2.5,24.30,0.000,0.0
3.0,24.57,0.000,0.0
3.5,24.83,0.000,0.0
4.0,25.09,0.000,0.0
4.5,25.35,0.258,7.8
5.0,25.50,0.625,18.9
5.5,25.50,0.531,16.1
6.0,25.50,0.438,13.3
6.5,25.50,0.345,10.4
7.0,25.50,0.251,7.6
7.5,25.50,0.158,4.8
8.0,25.50,0.065,2.0
8.5,25.50,0.016,0.5
9.0,25.50,0.000,0.0
9.5,25.49,0.000,0.0
10.0,25.45,0.000,0.0
10.5,25.40,0.000,0.0
11.0,25.33,0.000,0.0
11.5,25.29,0.000,0.0
12.0,25.25,0.000,0.0
12.5,25.17,0.000,0.0
13.0,25.09,0.000,0.0
13.5,25.01,0.000,0.0
14.0,24.93,0.000,0.0
14.5,24.85,0.000,0.0
15.0,24.77,0.000,0.0
15.5,24.69,0.000,0.0
16.0,24.63,0.000,0.0
16.5,24.63,0.000,0.0
17.0,24.65,0.000,0.0
17.5,24.68,0.000,0.0
18.0,24.73,0.000,0.0
18.5,24.78,0.000,0.0
19.0,24.85,0.000,0.0
19.5,24.93,0.000,0.0
20.0,25.00,0.000,0.0
20.5,25.05,0.000,0.0
21.0,25.09,0.000,0.0
21.5,25.12,0.000,0.0
22.0,25.14,0.000,0.0
22.5,25.16,0.000,0.0
23.0,25.20,0.000,0.0
23.5,25.28,0.000,0.0
24.0,25.38,0.000,0.0

"日期: 2021/6/10, 空调: AC_S_060 (small), 状态: success"
时间(h),室内温度(°C),空调功率(kW),功率占比(%)
0.5,23.50,0.000,0.0
1.0,23.67,0.000,0.0
1.5,23.93,0.000,0.0
2.0,24.19,0.000,0.0
2.5,24.45,0.000,0.0
3.0,24.73,0.000,0.0
3.5,25.04,0.000,0.0
4.0,25.36,0.497,15.1
4.5,25.50,0.894,27.1
5.0,25.50,0.980,29.7
5.5,25.50,0.968,29.3
6.0,25.50,0.955,28.9
6.5,25.50,0.943,28.6
7.0,25.50,0.930,28.2
7.5,25.50,0.918,27.8
8.0,25.50,0.905,27.4
8.5,25.50,0.818,24.8
9.0,25.50,0.730,22.1
9.5,25.50,0.643,19.5
