空调ID,空调类型,日期,状态,总能耗(kWh),平均功率(kW),最大功率(kW),额定功率(kW),温度范围(°C)
AC_M_026,medium,2021/6/1,success,2.3333429065,0.09722262110416667,0.77464391,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/6/10,success,12.613978544,0.5255824393333334,1.3578133,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/6/11,success,11.9057580365,0.4960732515208333,1.2060081,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/6/12,success,2.48724171437,0.10363507143208334,0.55130907,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/6/13,success,8.3991446115,0.34996435881250004,0.79932006,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/6/14,success,12.100536475,0.5041890197916666,0.92488734,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/6/15,success,11.438862545,0.4766192727083333,1.0195313,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/6/16,success,17.666400155,0.7361000064583334,1.205071,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/6/17,success,17.5407317355,0.7308638223125,1.5574091,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/6/18,success,18.875770735,0.7864904472916666,1.3798345,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/6/19,success,21.16500873,0.88187536375,1.8207255,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/6/2,success,6.1188873185,0.25495363827083334,0.77355066,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/6/20,success,21.42532242,0.8927217675,1.7429488,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/6/21,success,17.767976565,0.7403323568750001,1.3760862,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/6/22,success,3.543183059,0.14763262745833333,0.61659156,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/6/23,success,0.340307415,0.014179475625,0.3776389,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/6/24,success,0.0,0.0,0.0,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/6/25,success,3.0578960315,0.12741233464583332,0.51117127,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/6/26,success,7.539937275,0.314164053125,0.65594847,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/6/27,success,12.064664865,0.502694369375,0.86538344,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/6/28,success,4.8507040845,0.2021126701875,0.64845191,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/6/29,success,10.420045094,0.43416854558333334,0.71217262,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/6/3,success,15.096096655,0.6290040272916667,1.2425538,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/6/30,success,14.433951045,0.601414626875,1.0242167,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/6/4,success,5.67079527,0.23628313625,0.67094158,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/6/5,success,4.8297275522,0.20123864800833333,0.85085887,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/6/6,success,9.487352476,0.3953063531666667,1.2753512,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/6/7,success,11.5679041247,0.48199600519583335,1.4711987,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/6/8,success,10.9190463245,0.45496026352083335,1.21819,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/6/9,success,6.761948274,0.28174784475,0.70936142,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/7/1,success,16.223347315,0.6759728047916668,1.1540008,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/7/10,success,12.471100045,0.5196291685416666,1.1666512,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/7/11,success,11.354638515,0.47310993812499996,0.7768304,3.96,"[20.3, 25.0]"
AC_M_026,medium,2021/7/12,success,16.955882335,0.7064950972916666,1.3521909,3.96,"[20.3, 25.0]"
