AC_ID,Date,Hour,Sampled_Price,Base_Price,Real_Price,AC_Power,Outdoor_Temperature,Indoor_Temperature,Next_Indoor_Temperature,Dynamic_T_max,Initial_Temperature,Is_Real_Data,Is_Rolling,Rolling_Hour
AC_S_004,2021/09/01,19,-0.7777777777777778,0.25,0.25,5.5653568,30.076157406944446,21.8,,25.67947751235858,24.419254554030232,,True,19
AC_S_004,2021/09/01,19,-0.5555555555555556,0.25,0.25,5.5653568,30.076157406944446,21.8,,25.395729282711542,24.419254554030232,,True,19
AC_S_004,2021/09/01,19,-0.33333333333333337,0.25,0.25,5.5653568,30.076157406944446,21.8,,25.115116360540643,24.419254554030232,,True,19
AC_S_004,2021/09/01,19,-0.11111111111111116,0.25,0.25,5.5653568,30.076157406944446,21.8,,24.83760410191883,24.419254554030232,,True,19
AC_S_004,2021/09/01,19,0.11111111111111116,0.25,0.25,0.0,30.076157406944446,22.675976,,24.56315824572095,24.419254554030232,,True,19
AC_S_004,2021/09/01,19,0.33333333333333326,0.25,0.25,0.0,30.076157406944446,22.675976,,24.29174490939395,24.419254554030232,,True,19
AC_S_004,2021/09/01,19,0.5555555555555554,0.25,0.25,0.0,30.076157406944446,22.675976,,24.023330584773806,24.419254554030232,,True,19
AC_S_004,2021/09/01,19,0.7777777777777777,0.25,0.25,0.0,30.076157406944446,22.675976,,23.757882133948645,24.419254554030232,,True,19
AC_S_004,2021/09/01,19,1.0,0.25,0.25,0.0,30.076157406944446,22.675976,,23.495366785167636,24.419254554030232,,True,19
AC_S_004,2021/09/01,19,0.25,0.25,0.25,0.0,30.076157406944446,24.419254554030232,25.019173255347507,23.495366785167636,24.419254554030232,True,True,19
AC_S_004,2021/09/01,20,-1.0,0.0,0.0,5.5653568,30.088194444444444,21.8,,25.966396080487794,25.019173255347507,,True,20
AC_S_004,2021/09/01,20,-0.7777777777777778,0.0,0.0,5.5653568,30.088194444444444,21.8,,25.67947751235858,25.019173255347507,,True,20
AC_S_004,2021/09/01,20,-0.5555555555555556,0.0,0.0,5.5653568,30.088194444444444,21.8,,25.395729282711542,25.019173255347507,,True,20
AC_S_004,2021/09/01,20,-0.33333333333333337,0.0,0.0,5.5653568,30.088194444444444,21.8,,25.115116360540643,25.019173255347507,,True,20
AC_S_004,2021/09/01,20,-0.11111111111111116,0.0,0.0,5.5653568,30.088194444444444,21.8,,24.83760410191883,25.019173255347507,,True,20
AC_S_004,2021/09/01,20,0.11111111111111116,0.0,0.0,0.0,30.088194444444444,22.660849,,24.56315824572095,25.019173255347507,,True,20
AC_S_004,2021/09/01,20,0.33333333333333326,0.0,0.0,0.0,30.088194444444444,22.660849,,24.29174490939395,25.019173255347507,,True,20
AC_S_004,2021/09/01,20,0.5555555555555554,0.0,0.0,0.0,30.088194444444444,22.660849,,24.023330584773806,25.019173255347507,,True,20
AC_S_004,2021/09/01,20,0.7777777777777777,0.0,0.0,0.0,30.088194444444444,22.660849,,23.757882133948645,25.019173255347507,,True,20
AC_S_004,2021/09/01,20,1.0,0.0,0.0,0.0,30.088194444444444,22.660849,,23.495366785167636,25.019173255347507,,True,20
AC_S_004,2021/09/01,20,0.0,0.0,0.0,2.7826784000000004,30.088194444444444,25.019173255347507,24.908366104679605,23.495366785167636,25.019173255347507,True,True,20
AC_S_004,2021/09/01,21,-1.0,-0.25,-0.25,5.5653568,29.847453704166668,21.8,,25.966396080487794,24.908366104679605,,True,21
AC_S_004,2021/09/01,21,-0.7777777777777778,-0.25,-0.25,5.5653568,29.847453704166668,21.8,,25.67947751235858,24.908366104679605,,True,21
AC_S_004,2021/09/01,21,-0.5555555555555556,-0.25,-0.25,5.5653568,29.847453704166668,21.8,,25.395729282711542,24.908366104679605,,True,21
AC_S_004,2021/09/01,21,-0.33333333333333337,-0.25,-0.25,5.5653568,29.847453704166668,21.8,,25.115116360540643,24.908366104679605,,True,21
AC_S_004,2021/09/01,21,-0.11111111111111116,-0.25,-0.25,5.5653568,29.847453704166668,21.8,,24.83760410191883,24.908366104679605,,True,21
AC_S_004,2021/09/01,21,0.11111111111111116,-0.25,-0.25,0.0,29.847453704166668,22.620326,,24.56315824572095,24.908366104679605,,True,21
AC_S_004,2021/09/01,21,0.33333333333333326,-0.25,-0.25,0.0,29.847453704166668,22.620326,,24.29174490939395,24.908366104679605,,True,21
AC_S_004,2021/09/01,21,0.5555555555555554,-0.25,-0.25,0.0,29.847453704166668,22.620326,,24.023330584773806,24.908366104679605,,True,21
AC_S_004,2021/09/01,21,0.7777777777777777,-0.25,-0.25,0.0,29.847453704166668,22.620326,,23.757882133948645,24.908366104679605,,True,21
AC_S_004,2021/09/01,21,1.0,-0.25,-0.25,0.0,29.847453704166668,22.620326,,23.495366785167636,24.908366104679605,,True,21
AC_S_004,2021/09/01,21,-0.25,-0.25,-0.25,5.5653568,29.847453704166668,24.908366104679605,24.136342875313158,23.495366785167636,24.908366104679605,True,True,21
AC_S_004,2021/09/01,22,-1.0,-0.5,-0.5,5.5653568,29.079629629166668,21.8,,25.966396080487794,24.136342875313158,,True,22
AC_S_004,2021/09/01,22,-0.7777777777777778,-0.5,-0.5,5.5653568,29.079629629166668,21.8,,25.67947751235858,24.136342875313158,,True,22
