Hour,Sampled_Price,AC_Power,Outdoor_Temperature,Indoor_Temperature,Dynamic_T_max
22,-0.8383838383838383,12.0,27.5,21.420756,25.027444988505135
22,-0.8181818181818181,12.0,27.5,21.420756,25.00217750454591
22,-0.797979797979798,12.0,27.5,21.420756,24.976935530411836
22,-0.7777777777777778,12.0,27.5,21.420756,24.951719040348422
22,-0.7575757575757576,12.0,27.5,21.420756,24.92652800862718
22,-0.7373737373737373,12.0,27.5,21.420756,24.90136240954559
22,-0.7171717171717171,12.0,27.5,21.420756,24.8762222174271
22,-0.696969696969697,12.0,27.5,21.420756,24.851107406621054
22,-0.6767676767676767,12.0,27.5,21.420756,24.82601795150272
22,-0.6565656565656566,12.0,27.5,21.420756,24.80095382647321
22,-0.6363636363636364,12.0,27.5,21.420756,24.7759150059595
22,-0.6161616161616161,12.0,27.5,21.420756,24.75090146441438
22,-0.5959595959595959,12.0,27.5,21.420756,24.725913176316425
22,-0.5757575757575757,12.0,27.5,21.420756,24.700950116169984
22,-0.5555555555555556,12.0,27.5,21.420756,24.676012258505146
22,-0.5353535353535352,12.0,27.5,21.420756,24.651099577877705
22,-0.5151515151515151,12.0,27.5,21.420756,24.626212048869156
22,-0.4949494949494949,12.0,27.5,21.420756,24.601349646086646
22,-0.4747474747474747,12.0,27.5,21.420756,24.576512344162968
22,-0.4545454545454545,12.0,27.5,21.420756,24.551700117756518
22,-0.43434343434343425,12.0,27.5,21.420756,24.526912941551274
22,-0.41414141414141414,12.0,27.5,21.420756,24.502150790256778
22,-0.3939393939393939,12.0,27.5,21.420756,24.477413638608112
22,-0.3737373737373737,12.0,27.5,21.420756,24.452701461365855
22,-0.3535353535353535,12.0,27.5,21.420756,24.428014233316063
22,-0.33333333333333326,12.0,27.5,21.420756,24.40335192927026
22,-0.31313131313131304,12.0,27.5,21.420756,24.3787145240654
22,-0.2929292929292928,12.0,27.5,21.420756,24.354101992563834
22,-0.2727272727272727,12.0,27.5,21.420756,24.32951430965329
22,-0.2525252525252525,12.0,27.5,21.420756,24.30495145024686
22,-0.23232323232323226,12.0,27.5,21.420756,24.280413389282945
22,-0.21212121212121204,12.0,27.5,21.420756,24.255900101725274
22,-0.19191919191919182,12.0,27.5,21.420756,24.23141156256283
22,-0.1717171717171716,12.0,27.5,21.420756,24.20694774680986
22,-0.1515151515151515,12.0,27.5,21.420756,24.182508629505826
22,-0.13131313131313127,12.0,27.5,21.420756,24.1580941857154
22,-0.11111111111111105,12.0,27.5,21.420756,24.133704390528422
22,-0.09090909090909083,12.0,27.5,21.420756,24.109339219059876
22,-0.07070707070707061,12.0,27.5,21.420756,24.084998646449893
22,-0.050505050505050386,12.0,27.5,21.420756,24.060682647863675
22,-0.030303030303030276,12.0,27.5,21.420756,24.03639119849151
22,-0.010101010101010055,12.0,27.5,21.420756,24.012124273548736
22,0.010101010101010166,4.9769274,27.5,22.752397,23.9878818482757
22,0.030303030303030498,4.9769274,27.5,22.752397,23.96366389793776
22,0.05050505050505061,4.9769274,27.5,22.752397,23.939470397825243
22,0.07070707070707072,4.9769274,27.5,22.752397,23.91530132325342
22,0.09090909090909105,4.9769274,27.5,22.752397,23.891156649562483
22,0.11111111111111116,4.9769274,27.5,22.752397,23.867036352117523
22,0.1313131313131315,4.9769274,27.5,22.752397,23.842940406308497
22,0.1515151515151516,4.9769274,27.5,22.752397,23.818868787550215
22,0.1717171717171717,4.9769274,27.5,22.752397,23.794821471282305
22,0.19191919191919204,4.9769274,27.5,22.752397,23.77079843296919
22,0.21212121212121215,4.9769274,27.5,22.752397,23.746799648100062
22,0.2323232323232325,4.9769274,27.5,22.752397,23.722825092188867
22,0.2525252525252526,4.9769274,27.5,22.752397,23.69887474077426
22,0.27272727272727293,4.9769274,27.5,22.752397,23.674948569419605
22,0.29292929292929304,4.9769274,27.5,22.752397,23.651046553712927
22,0.31313131313131315,4.9769274,27.5,22.752397,23.6271686692669
22,0.3333333333333335,4.9769274,27.5,22.752397,23.60331489171882
22,0.3535353535353536,4.9769274,27.5,22.752397,23.57948519673058
22,0.3737373737373739,4.9769274,27.5,22.752397,23.55567955998864
22,0.39393939393939403,4.9769274,27.5,22.752397,23.531897957204016
22,0.41414141414141437,4.9769274,27.5,22.752397,23.508140364112236
22,0.4343434343434345,4.9769274,27.5,22.752397,23.484406756473337
22,0.4545454545454546,3.1920284,27.5,23.090831,23.46069711007181
22,0.4747474747474749,1.3662723,27.5,23.437011,23.43701140071661
22,0.49494949494949503,1.4910646,27.5,23.41335,23.41334960424111
22,0.5151515151515154,1.6157309,27.5,23.389712,23.389711696503078
22,0.5353535353535355,0.0,27.5,23.366098,23.366097653384664
22,0.5555555555555556,0.0,27.5,23.342507,23.34250745079236
22,0.5757575757575759,0.0,27.5,23.318941,23.318941064656986
22,0.595959595959596,0.0,27.5,23.295398,23.295398470933655
22,0.6161616161616164,0.0,27.5,23.27188,23.271879645601768
22,0.6363636363636365,0.0,27.5,23.248385,23.248384564664967
22,0.6565656565656568,0.0,27.5,23.224913,23.224913204151125
22,0.6767676767676769,0.0,27.5,23.201466,23.201465540112316
22,0.696969696969697,0.0,27.5,23.178042,23.178041548624787
22,0.7171717171717173,0.0,27.5,23.154641,23.15464120578895
22,0.7373737373737375,0.0,27.5,23.131264,23.13126448772933
22,0.7575757575757578,0.0,27.5,23.107911,23.10791137059457
22,0.7777777777777779,0.0,27.5,23.084582,23.08458183055739
22,0.7979797979797982,0.0,27.5,23.061276,23.06127584381456
22,0.8181818181818183,0.0,27.5,23.037993,23.037993386586884
22,0.8383838383838385,0.0,27.5,23.014734,23.014734435119177
22,0.8585858585858588,0.0,27.5,22.991499,22.991498965680236
22,0.8787878787878789,0.0,27.5,22.968287,22.968286954562814
22,0.8989898989898992,0.0,27.5,22.945098,22.945098378083596
22,0.9191919191919193,0.0,27.5,22.921933,22.92193321258319
22,0.9393939393939394,0.0,27.5,22.898791,22.898791434426077
22,0.9595959595959598,0.0,27.5,22.875673,22.8756730200006
22,0.9797979797979799,0.0,27.5,22.852578,22.852577945718956
22,1.0,0.0,27.5,22.829506,22.829506188017135
23,-1.0,12.0,28.0,21.428312,25.230506313024577
23,-0.9797979797979798,12.0,28.0,21.428312,25.205033820173618
23,-0.9595959595959596,12.0,28.0,21.428312,25.179587044122947
23,-0.9393939393939394,12.0,28.0,21.428312,25.154165958909115
23,-0.9191919191919192,12.0,28.0,21.428312,25.12877053859488
23,-0.898989898989899,12.0,28.0,21.428312,25.1034007572692
23,-0.8787878787878788,12.0,28.0,21.428312,25.078056589047165
23,-0.8585858585858586,12.0,28.0,21.428312,25.05273800807003
23,-0.8383838383838383,12.0,28.0,21.428312,25.027444988505135
23,-0.8181818181818181,12.0,28.0,21.428312,25.00217750454591
23,-0.797979797979798,12.0,28.0,21.428312,24.976935530411836
23,-0.7777777777777778,12.0,28.0,21.428312,24.951719040348422
23,-0.7575757575757576,12.0,28.0,21.428312,24.92652800862718
23,-0.7373737373737373,12.0,28.0,21.428312,24.90136240954559
23,-0.7171717171717171,12.0,28.0,21.428312,24.8762222174271
23,-0.696969696969697,12.0,28.0,21.428312,24.851107406621054
23,-0.6767676767676767,12.0,28.0,21.428312,24.82601795150272
23,-0.6565656565656566,12.0,28.0,21.428312,24.80095382647321
23,-0.6363636363636364,12.0,28.0,21.428312,24.7759150059595
23,-0.6161616161616161,12.0,28.0,21.428312,24.75090146441438
23,-0.5959595959595959,12.0,28.0,21.428312,24.725913176316425
23,-0.5757575757575757,12.0,28.0,21.428312,24.700950116169984
23,-0.5555555555555556,12.0,28.0,21.428312,24.676012258505146
23,-0.5353535353535352,12.0,28.0,21.428312,24.651099577877705
23,-0.5151515151515151,12.0,28.0,21.428312,24.626212048869156
23,-0.4949494949494949,12.0,28.0,21.428312,24.601349646086646
23,-0.4747474747474747,12.0,28.0,21.428312,24.576512344162968
23,-0.4545454545454545,12.0,28.0,21.428312,24.551700117756518
23,-0.43434343434343425,12.0,28.0,21.428312,24.526912941551274
23,-0.41414141414141414,12.0,28.0,21.428312,24.502150790256778
23,-0.3939393939393939,12.0,28.0,21.428312,24.477413638608112
23,-0.3737373737373737,12.0,28.0,21.428312,24.452701461365855
23,-0.3535353535353535,12.0,28.0,21.428312,24.428014233316063
23,-0.33333333333333326,12.0,28.0,21.428312,24.40335192927026
23,-0.31313131313131304,12.0,28.0,21.428312,24.3787145240654
23,-0.2929292929292928,12.0,28.0,21.428312,24.354101992563834
23,-0.2727272727272727,12.0,28.0,21.428312,24.32951430965329
23,-0.2525252525252525,12.0,28.0,21.428312,24.30495145024686
23,-0.23232323232323226,12.0,28.0,21.428312,24.280413389282945
23,-0.21212121212121204,12.0,28.0,21.428312,24.255900101725274
23,-0.19191919191919182,12.0,28.0,21.428312,24.23141156256283
23,-0.1717171717171716,12.0,28.0,21.428312,24.20694774680986
23,-0.1515151515151515,12.0,28.0,21.428312,24.182508629505826
23,-0.13131313131313127,12.0,28.0,21.428312,24.1580941857154
23,-0.11111111111111105,12.0,28.0,21.428312,24.133704390528422
23,-0.09090909090909083,12.0,28.0,21.428312,24.109339219059876
23,-0.07070707070707061,12.0,28.0,21.428312,24.084998646449893
23,-0.050505050505050386,12.0,28.0,21.428312,24.060682647863675
23,-0.030303030303030276,12.0,28.0,21.428312,24.03639119849151
23,-0.010101010101010055,12.0,28.0,21.428312,24.012124273548736
23,0.010101010101010166,3.2318814,28.0,23.090831,23.9878818482757
23,0.030303030303030498,3.2318814,28.0,23.090831,23.96366389793776
23,0.05050505050505061,3.2318814,28.0,23.090831,23.939470397825243
23,0.07070707070707072,3.2318814,28.0,23.090831,23.91530132325342
23,0.09090909090909105,3.2318814,28.0,23.090831,23.891156649562483
23,0.11111111111111116,3.2318814,28.0,23.090831,23.867036352117523
23,0.1313131313131315,3.2318814,28.0,23.090831,23.842940406308497
23,0.1515151515151516,3.2318814,28.0,23.090831,23.818868787550215
23,0.1717171717171717,3.2318814,28.0,23.090831,23.794821471282305
23,0.19191919191919204,3.2318814,28.0,23.090831,23.77079843296919
23,0.21212121212121215,3.2318814,28.0,23.090831,23.746799648100062
23,0.2323232323232325,3.2318814,28.0,23.090831,23.722825092188867
23,0.2525252525252526,3.2318814,28.0,23.090831,23.69887474077426
23,0.27272727272727293,3.2318814,28.0,23.090831,23.674948569419605
23,0.29292929292929304,3.2318814,28.0,23.090831,23.651046553712927
23,0.31313131313131315,3.2318814,28.0,23.090831,23.6271686692669
23,0.3333333333333335,3.2318814,28.0,23.090831,23.60331489171882
23,0.3535353535353536,3.2318814,28.0,23.090831,23.57948519673058
23,0.3737373737373739,3.2318814,28.0,23.090831,23.55567955998864
23,0.39393939393939403,3.2318814,28.0,23.090831,23.531897957204016
23,0.41414141414141437,3.2318814,28.0,23.090831,23.508140364112236
23,0.4343434343434345,3.2318814,28.0,23.090831,23.484406756473337
23,0.4545454545454546,3.2318814,28.0,23.090831,23.46069711007181
23,0.4747474747474749,1.4061253,28.0,23.437011,23.43701140071661
23,0.49494949494949503,1.5309176,28.0,23.41335,23.41334960424111
23,0.5151515151515154,1.6555839,28.0,23.389712,23.389711696503078
23,0.5353535353535355,0.0,28.0,23.366098,23.366097653384664
23,0.5555555555555556,0.0,28.0,23.342507,23.34250745079236
23,0.5757575757575759,0.0,28.0,23.318941,23.318941064656986
23,0.595959595959596,0.0,28.0,23.295398,23.295398470933655
23,0.6161616161616164,0.0,28.0,23.27188,23.271879645601768
23,0.6363636363636365,0.0,28.0,23.248385,23.248384564664967
23,0.6565656565656568,0.0,28.0,23.224913,23.224913204151125
23,0.6767676767676769,0.0,28.0,23.201466,23.201465540112316
23,0.696969696969697,0.0,28.0,23.178042,23.178041548624787
23,0.7171717171717173,0.0,28.0,23.154641,23.15464120578895
23,0.7373737373737375,0.0,28.0,23.131264,23.13126448772933
23,0.7575757575757578,0.0,28.0,23.107911,23.10791137059457
23,0.7777777777777779,0.0,28.0,23.084582,23.08458183055739
23,0.7979797979797982,0.0,28.0,23.061276,23.06127584381456
23,0.8181818181818183,0.0,28.0,23.037993,23.037993386586884
23,0.8383838383838385,0.0,28.0,23.014734,23.014734435119177
23,0.8585858585858588,0.0,28.0,22.991499,22.991498965680236
23,0.8787878787878789,0.0,28.0,22.968287,22.968286954562814
23,0.8989898989898992,0.0,28.0,22.945098,22.945098378083596
23,0.9191919191919193,0.0,28.0,22.921933,22.92193321258319
23,0.9393939393939394,0.0,28.0,22.898791,22.898791434426077
23,0.9595959595959598,0.0,28.0,22.875673,22.8756730200006
23,0.9797979797979799,0.0,28.0,22.852578,22.852577945718956
23,1.0,0.0,28.0,22.829506,22.829506188017135
24,-1.0,12.0,28.0,21.428312,25.230506313024577
24,-0.9797979797979798,12.0,28.0,21.428312,25.205033820173618
24,-0.9595959595959596,12.0,28.0,21.428312,25.179587044122947
24,-0.9393939393939394,12.0,28.0,21.428312,25.154165958909115
24,-0.9191919191919192,12.0,28.0,21.428312,25.12877053859488
24,-0.898989898989899,12.0,28.0,21.428312,25.1034007572692
24,-0.8787878787878788,12.0,28.0,21.428312,25.078056589047165
24,-0.8585858585858586,12.0,28.0,21.428312,25.05273800807003
24,-0.8383838383838383,12.0,28.0,21.428312,25.027444988505135
24,-0.8181818181818181,12.0,28.0,21.428312,25.00217750454591
24,-0.797979797979798,12.0,28.0,21.428312,24.976935530411836
24,-0.7777777777777778,12.0,28.0,21.428312,24.951719040348422
24,-0.7575757575757576,12.0,28.0,21.428312,24.92652800862718
24,-0.7373737373737373,12.0,28.0,21.428312,24.90136240954559
24,-0.7171717171717171,12.0,28.0,21.428312,24.8762222174271
